gene,pan1wt,pan2wt,pan3ko,pan4ko,pan5ko,pan6ko,pan7wt,pan8wt
Ankzf1,103.265,95.208,110.854,97.224,89.997,108.027,89.326,95.977
Anln,116.174,68.619,60.623,43.302,247.493,169.653,101.437,281.699
Ano1,7.171,1.715,0,0.817,0,0.725,0,24.929
Ano10,109.002,104.644,81.408,92.322,99.64,89.177,105.222,118.413
Ano2,0,0,0.866,0,0,0,0,0
Ano3,0,0,0,0,0,0,0,7.479
Ano4,0,0,0,0,0,0,0,0
Ano5,0,0,0,0,0,0,0,0
Ano6,894.967,1047.293,746.53,744.296,668.551,692.388,774.407,964.135
Ano7,1.434,0.858,0.866,0.817,0,0.725,1.514,0.623
Ano8,27.251,26.59,31.178,22.876,19.285,34.076,28.009,62.323
Ano9,0,0,0,0,0,0,0,0
Anp32-ps,0,0.858,0,0,0,0.725,0,0
Anp32a,669.791,641.585,795.894,779.427,822.832,696.013,707.791,679.319
Anp32b,794.57,674.179,584.58,571.907,1054.254,884.516,760.024,627.591
Anp32b-ps1,1.434,0.858,1.732,0,3.214,0.725,0.757,0.623
Anp32e,400.154,421.147,364.605,325.987,784.262,611.911,368.657,613.257
Anpep,252.427,234.161,156.754,197.716,234.636,253.03,538.224,211.275
Antxr1,15.777,14.581,7.794,11.438,22.499,12.325,13.626,146.459
Antxr2,728.595,1858.71,1106.804,932.208,832.475,751.839,951.544,553.427
Antxrl,0,0,0,0,0,0,0,0
Anxa1,2013.676,3362.318,1917.422,1757.388,1391.744,972.968,1196.811,2601.357
Anxa10,0,0,0,0,0,0,0,0
Anxa11,195.057,254.747,282.33,260.626,199.28,216.054,157.455,88.498
Anxa11os,1.434,3.431,6.062,4.902,3.214,7.25,1.514,1.246
Anxa13,0,0,0,0,0,0,1.514,0
Anxa2,1346.753,2105.737,2343.515,2062.132,1124.966,883.066,1339.883,1817.335
Anxa3,453.22,335.374,213.047,196.082,379.274,341.481,509.458,1108.724
Anxa4,562.223,432.298,668.586,664.229,478.914,459.658,608.625,473.031
Anxa5,1795.671,1834.693,2023.945,1898.73,2095.651,1853.859,1442.077,1571.783
Anxa6,843.334,785.684,1391.733,1387.282,671.765,777.214,664.642,618.866
Anxa7,327.007,403.993,473.726,411.773,260.349,239.254,317.181,339.66
Anxa8,0,0.858,0.866,0.817,6.428,1.45,0.757,0.623
Anxa9,25.816,29.163,20.785,20.425,25.714,23.925,31.037,24.929
Aoah,2102.599,1573.084,1121.527,1116.852,1661.736,1579.804,1786.51,1167.307
Aoc1,0,0,0,0,0,0,0,0
Aoc2,15.777,17.155,6.062,13.889,16.071,10.875,5.299,11.218
Aoc3,1.434,1.715,0,0,0,0.725,0,1.246
Aox1,28.685,30.021,8.66,7.353,0,2.9,5.299,59.207
Aox2,0,0.858,0.866,0,0,0,0,1.246
Aox3,21.514,44.602,9.526,10.621,3.214,5.8,6.056,19.943
Aox4,0,0,0,0,0,0,0,0.623
Ap1ar,193.623,197.279,168.013,165.036,170.352,194.304,177.137,157.677
Ap1b1,704.213,587.548,335.159,406.871,700.693,646.712,775.921,2170.083
Ap1g1,956.639,1181.958,1372.68,1288.424,1276.033,1133.921,1047.682,817.053
Ap1g2,116.174,88.347,118.648,135.624,89.997,127.602,115.063,102.833
Ap1m1,193.623,223.011,227.77,214.057,154.281,176.903,168.053,223.116
Ap1m2,0,4.289,4.33,3.268,6.428,5.8,0,0
Ap1s1,111.871,124.371,145.495,142.16,112.497,157.328,149.128,208.782
Ap1s2,2029.452,2861.401,1325.913,1307.215,1301.746,1215.847,2329.276,818.299
Ap1s3,34.422,59.184,103.925,96.407,57.855,52.926,66.616,13.711
Ap2a1,111.871,133.807,101.327,119.283,106.068,113.102,126.418,180.113
Ap2a2,745.806,865.454,629.614,658.51,556.055,555.36,970.469,1656.542
Ap2b1,828.992,929.784,1076.493,933.025,954.614,1035.319,956.843,1039.546
Ap2m1,420.233,446.879,512.698,488.572,456.415,440.083,473.122,678.073
Ap2s1,196.491,223.869,236.43,267.162,183.209,187.778,199.847,289.801
Ap3b1,681.265,685.33,910.212,810.474,813.19,786.64,738.828,616.373
Ap3b2,0,0,0,0,0,0,0,0.623
Ap3d1,552.183,512.925,613.159,604.587,485.342,601.036,487.505,625.098
Ap3m1,382.943,446.022,355.944,363.569,382.488,382.082,390.61,362.096
Ap3m1-ps,1.434,0,0,1.634,0,0.725,0.757,1.87
Ap3m2,136.253,106.359,134.237,139.709,64.284,111.652,118.091,80.397
Ap3s1,189.32,333.659,306.58,238.567,324.633,205.179,185.464,195.694
Ap3s1-ps1,0,0,0,0.817,0,0,0,0
Ap3s1-ps2,1.434,2.573,1.732,0,0,0.725,1.514,0
Ap3s2,116.174,114.079,142.897,125.819,151.067,158.053,132.474,172.011
Ap4b1,15.777,34.309,16.455,20.425,16.071,9.425,28.766,16.204
Ap4e1,179.28,160.396,134.237,129.905,208.922,174.728,196.062,163.286
Ap4m1,97.528,102.07,85.738,98.041,141.424,134.127,136.259,149.575
Ap4s1,106.134,77.196,91.801,130.722,83.569,65.251,77.214,48.612
Ap5b1,8.605,6.004,12.125,8.17,9.643,7.25,12.112,17.45
Ap5m1,143.424,150.961,192.262,137.258,179.995,160.953,148.371,147.082
Ap5s1,32.988,22.301,30.312,38.399,22.499,23.925,49.205,56.714
Ap5z1,71.712,48.891,57.159,73.531,77.141,76.126,63.588,67.309
Apaf1,937.994,1455.575,1894.904,1692.844,1073.539,1117.971,1112.784,621.982
Apba1,162.069,159.539,215.645,193.631,67.498,133.402,198.333,87.875
Apba2,0,0,0,0,0,0,0,0
Apba3,17.211,13.724,17.321,13.889,12.857,13.775,10.598,25.552
Apbb1,1.434,0,0,0.817,3.214,0,0.757,8.725
Apbb1ip,959.508,1074.741,1083.421,974.692,1346.745,1071.57,881.9,665.608
Apbb2,8.605,3.431,1.732,4.902,6.428,3.625,9.084,62.323
Apc,857.677,956.373,1006.343,915.051,826.046,962.818,901.582,730.424
Apc-ps1,1.434,4.289,3.464,1.634,0,2.175,5.299,2.493
Apc2,0,0.858,0,0.817,0,0.725,0,0.623
Apcdd1,15.777,46.318,50.231,64.544,0,6.525,16.654,51.105
Apcs,0,0,0,0,0,0,0,0
Apeh,113.305,74.623,148.96,155.232,70.712,137.753,115.063,125.269
Apela,0,0,0,0,0,0,0,0
Apex1,81.752,84.916,62.355,86.603,106.068,91.352,86.298,130.255
Apex2,24.382,27.447,31.178,31.046,32.142,37.701,34.065,38.64
Aph1a,235.216,214.434,192.262,182.193,179.995,164.578,208.174,193.201
Aph1b,48.764,76.338,42.436,39.216,67.498,61.626,68.13,115.297
Aph1c,362.863,278.764,377.595,352.131,286.063,366.857,340.648,107.195
Api5,940.863,1121.916,1192.543,1009.007,1124.966,967.893,1079.476,854.447
Api5-ps,0,0,0,0,0,0,0,0
Apip,73.146,56.61,108.256,84.152,48.213,100.777,68.13,64.816
Apitd1,1.434,1.715,3.464,1.634,9.643,6.525,4.542,7.479
Aplf,20.079,16.297,15.589,10.621,41.784,28.276,11.355,29.915
Apln,4.303,0.858,0.866,4.085,3.214,2.175,1.514,15.581
Aplnr,4.303,3.431,9.526,15.523,3.214,4.35,7.57,1.87
Aplp1,0,0.858,1.732,0.817,0,2.175,0.757,3.116
Aplp2,697.042,907.483,664.256,648.706,613.91,627.862,860.704,1464.588
Apmap,292.585,256.462,239.028,225.495,196.066,292.18,311.125,258.017
Apoa1,0,0.858,0.866,2.451,0,0,0.757,0
Apoa2,1.434,0,0.866,0,0,0.725,0,0
Apoa4,1.434,0,0,0,0,0,0,0
Apoa5,0,0,0,0,0,0,0,0
Apob,0,0,0,0,0,0,0,0
Apobec1,2309.13,1701.744,2305.409,2262.3,2346.358,2468.671,1734.278,893.087
Apobec2,0,0,0,0,0,0,0,0
Apobec3,678.396,580.686,1053.11,1094.793,790.69,870.016,1071.906,325.325
Apobec4,0,0,0,0,0,0,0,0
Apobr,737.2,918.633,867.776,859.494,700.693,753.289,648.746,396.373
Apoc1,15.777,10.293,12.125,14.706,3.214,1.45,14.383,10.595
Apoc2,0,0.858,1.732,0.817,3.214,0,0,0.623
Apoc3,0,0,0,0,0,0,0,0
Apoc4,2.868,0,0.866,0,0,1.45,1.514,1.246
Apod,200.794,48.891,33.776,52.289,19.285,26.825,87.055,923.002
Apoe,14125.849,6324.931,3441.659,4576.071,3979.166,6826.001,11179.316,23657.141
Apof,5.737,0,0,4.085,0,0,2.271,0
Apoh,0,0,0,0,0,0.725,0,0
Apol10a,0,0,0,0,0,0,0,0
Apol10b,2.868,3.431,24.249,18.791,0,6.525,2.271,0.623
Apol11a,0,0,0.866,0,0,0,0,0
Apol11b,0,0.858,0,0,0,0,1.514,1.87
Apol6,0,0,6.062,3.268,0,0,1.514,0.623
Apol7a,0,0,0,0.817,0,0,0,0
Apol7b,0,0,0,0,0,0,0,0
Apol7c,20.079,17.155,342.953,292.489,64.284,85.552,59.046,3.116
Apol7d,1.434,2.573,0.866,0,0,0,0.757,3.739
Apol7e,0,0.858,1.732,0.817,0,1.45,3.785,1.246
Apol8,5.737,6.862,9.526,7.353,3.214,13.05,4.542,6.856
Apol9a,2.868,0,2.598,1.634,3.214,2.9,2.271,0
Apol9b,8.605,3.431,6.062,15.523,9.643,8.7,7.57,0
Apold1,21.514,17.155,6.928,4.085,44.999,18.125,40.121,64.816
Apom,0,0,0,0,0,0,0,0
Apon,0,0.858,0.866,1.634,0,1.45,0,0
Apoo,8.605,11.151,6.928,4.902,19.285,7.25,8.327,8.725
Apoo-ps,0,0,0,0,0,0,0,0
Apool,101.831,89.204,133.371,155.232,131.782,110.202,124.147,57.337
Apopt1,71.712,55.753,52.829,66.178,86.783,54.376,47.691,69.178
App,2555.819,2967.76,2641.434,2552.338,3333.114,2984.155,2657.056,3136.087
Appbp2,370.034,449.453,439.084,416.675,347.132,348.006,435.273,405.722
Appbp2os,1.434,2.573,0.866,1.634,0,0.725,1.514,1.87
Appl1,249.558,287.341,271.072,205.069,408.202,294.355,314.153,385.155
Appl2,441.747,460.603,193.994,235.299,597.839,497.359,474.636,691.161
Aprt,164.938,132.091,119.514,159.317,115.711,117.452,119.605,130.878
Aprt-ps,0,0.858,0,0,0,0,0,0
Aptx,65.975,66.903,51.963,69.446,99.64,71.776,68.887,68.555
Aqp1,113.305,109.79,49.365,88.237,115.711,72.501,74.186,1085.041
Aqp10-ps,0,0,0,0,0,0,0,0
Aqp11,0,0,1.732,0,0,2.175,1.514,1.246
Aqp12,0,0.858,0,0,0,0,0,0.623
Aqp2,0,0,0,0,0,0,0,0
Aqp3,0,0,0,0,0,0.725,0,0
Aqp4,0,0,0,0,0,0,0,0.623
Aqp5,0,0,0,0,0,0,0,0
Aqp6,0,0,0,0,0,0,0,0
Aqp7,0,0,0,0,0,0,0,0
Aqp8,0,0,0,0,0,0,0,0
Aqp9,48.764,57.468,40.704,43.302,93.211,71.051,46.177,55.467
Aqr,461.826,530.08,491.913,436.283,552.84,561.885,475.393,383.909
Ar,10.04,10.293,2.598,11.438,9.643,5.075,14.383,100.34
Araf,331.31,325.939,329.963,325.987,340.704,290.73,305.826,325.325
Arap1,718.555,630.435,779.44,820.278,649.266,694.563,629.821,792.747
Arap2,34.422,72.05,71.882,50.655,32.142,29.726,80.242,32.408
Arap3,100.397,79.769,55.427,51.472,99.64,97.877,77.214,203.796
Arc,1.434,12.866,4.33,10.621,9.643,8.7,12.112,51.728
Arcn1,1157.433,1476.16,1571.87,1269.633,1648.879,1381.151,1187.727,1172.293
Areg,48.764,460.603,213.913,172.389,196.066,92.077,36.336,10.595
Arel1,470.431,419.432,782.904,746.747,539.984,540.86,607.111,337.79
Arf1,1507.388,1602.247,1792.711,1857.88,1314.603,1280.374,1344.425,1344.304
Arf2,623.895,807.985,788.966,628.28,501.413,516.935,548.065,420.056
Arf3,1199.026,1065.306,1308.593,1294.143,1070.325,1169.447,1208.922,1009.007
Arf4,1612.088,1682.874,2955.808,2826.036,2015.296,1855.309,1629.812,1073.823
Arf4os,0,0,0,0,0,0,0,0
Arf5,167.806,198.137,257.215,269.613,170.352,143.553,195.305,155.184
Arf6,674.094,609.849,804.555,676.484,832.475,499.534,485.991,392.634
Arfgap1,136.253,133.807,150.692,147.879,109.282,134.852,155.941,161.416
Arfgap2,291.151,276.19,302.249,328.438,231.422,325.531,288.415,270.481
Arfgap3,90.357,84.916,82.274,90.688,109.282,79.751,90.083,112.181
Arfgef1,1418.465,1754.066,1718.231,1629.117,1250.319,1244.123,1473.871,759.093
Arfgef2,420.233,474.327,402.71,399.518,363.203,486.484,386.068,414.447
Arfgef3,2.868,10.293,2.598,0.817,0,2.175,6.056,2.493
Arfip1,35.856,42.029,31.178,24.51,16.071,34.076,31.794,16.827
Arfip2,93.226,88.347,90.935,83.335,109.282,93.527,87.055,134.617
Arfrp1,215.136,197.279,175.807,232.031,196.066,183.428,196.062,150.821
Arg1,448.918,277.048,39.838,18.791,64.284,34.076,338.377,1042.039
Arg2,404.456,1393.818,808.019,892.992,334.276,222.579,160.483,44.249
Arglu1,821.821,925.495,891.159,776.976,809.976,798.24,861.461,646.911
Arhgap1,347.087,341.378,349.882,353.765,292.491,305.956,351.246,414.447
Arhgap10,57.37,60.899,38.106,48.204,86.783,60.901,63.588,130.255
Arhgap11a,322.704,320.793,322.168,256.541,382.488,416.883,451.927,365.212
Arhgap12,351.389,270.186,242.492,254.907,321.419,340.756,378.498,443.116
Arhgap15,806.044,871.458,928.399,964.888,707.122,682.238,869.031,313.484
Arhgap15os,0,0,0,0,0,0,0,0
Arhgap17,1527.468,1676.012,1848.138,1757.388,1047.826,1473.952,1227.847,494.844
Arhgap18,491.945,456.315,328.231,329.255,662.123,618.436,470.094,615.127
Arhgap19,826.123,481.189,235.564,245.103,691.051,769.239,527.626,833.88
Arhgap20,1.434,0,0,0.817,3.214,0,0.757,0
Arhgap20os,0,0,0,0,0,0,0,0
Arhgap21,173.543,160.396,110.854,102.126,224.993,179.803,156.698,302.889
Arhgap22,100.397,45.46,94.399,119.283,141.424,133.402,87.812,165.779
Arhgap23,25.816,47.175,45.9,46.57,35.356,23.2,42.392,69.178
Arhgap24,159.201,272.759,208.717,216.508,199.28,193.579,171.081,130.255
Arhgap25,628.198,483.762,676.38,698.543,556.055,674.262,668.427,373.314
Arhgap26,199.36,335.374,381.925,314.549,118.925,98.602,239.211,133.371
Arhgap27,149.161,114.079,176.673,216.508,141.424,182.703,175.623,104.079
Arhgap27os1,4.303,1.715,0.866,0.817,0,2.9,0,0
Arhgap27os2,1.434,0.858,0.866,0,0,0.725,1.514,1.246
Arhgap27os3,7.171,9.435,19.919,16.34,25.714,18.85,8.327,8.102
Arhgap28,5.737,3.431,2.598,0.817,0,0.725,3.785,8.725
Arhgap29,11.474,6.862,9.526,4.902,9.643,5.075,8.327,41.756
Arhgap30,2095.427,2224.962,2760.082,2496.781,2021.725,2006.112,1953.049,1305.041
Arhgap31,370.034,409.997,322.168,311.281,224.993,232.729,576.831,480.509
Arhgap32,18.645,10.293,4.33,7.353,6.428,7.25,15.897,56.091
Arhgap33,2.868,4.289,1.732,0.817,0,3.625,3.028,8.725
Arhgap33os,0,0,0,0,0,0,0,0
Arhgap35,140.556,90.92,76.212,66.178,134.996,123.252,129.446,232.464
Arhgap36,0,0,0,0,0,0,0,0
Arhgap39,51.633,36.025,76.212,64.544,57.855,81.927,77.214,75.411
Arhgap4,324.139,277.048,446.013,438.734,385.703,451.683,393.638,385.779
Arhgap40,0,0.858,0,0,0,0,0,0
Arhgap42,4.303,6.004,1.732,3.268,6.428,4.35,6.056,51.105
Arhgap44,0,0,0,1.634,0,0,0.757,3.739
Arhgap45,522.064,470.896,467.664,606.221,324.633,375.557,527.626,660.622
Arhgap5,193.623,223.869,149.826,138.075,324.633,237.079,183.193,251.161
Arhgap6,11.474,6.862,15.589,14.706,9.643,13.05,16.654,18.697
Arhgap8,0,0,0,0,0,0,0,0
Arhgap9,302.625,263.324,337.757,369.288,208.922,273.33,285.387,287.932
Arhgdia,1339.582,1224.844,1457.552,1623.398,1198.892,1307.199,1305.818,1687.08
Arhgdib,2542.911,3147.026,4196.85,4056.453,2140.65,2079.338,2645.701,1970.649
Arhgdig,0,0,0,0,3.214,0,0,0
Arhgef1,400.154,377.403,336.891,397.884,196.066,244.33,398.937,402.606
Arhgef10,32.988,25.732,47.632,58.008,44.999,62.351,68.13,66.062
Arhgef10l,170.675,175.835,262.411,305.562,80.355,116.002,127.932,109.065
Arhgef11,308.362,367.11,338.623,313.732,340.704,348.006,381.526,365.212
Arhgef12,119.042,129.518,84.006,92.322,157.495,140.653,152.156,425.042
Arhgef15,1.434,0.858,0,0.817,0,0,0.757,1.246
Arhgef16,0,0,0,0,0,0,0,0
Arhgef17,14.342,6.004,1.732,4.085,0,2.9,5.299,94.731
Arhgef18,104.7,138.953,69.284,97.224,61.07,52.201,118.091,54.844
Arhgef19,0,0,0,0,0,0,0,13.088
Arhgef2,705.647,837.148,859.982,875.834,703.907,714.863,669.184,750.367
Arhgef25,11.474,6.004,1.732,1.634,3.214,5.075,2.271,46.119
Arhgef26,0,0.858,0,0,0,0,0,0.623
Arhgef28,0,0,0.866,0,3.214,0,0.757,6.232
Arhgef3,638.238,454.599,957.845,788.414,848.546,697.463,361.087,438.13
Arhgef33,0,0,0,0,0,0.725,0,0.623
Arhgef37,111.871,134.664,213.047,247.554,38.57,43.501,182.436,19.943
Arhgef38,0,0,0,0,0,0,0,0
Arhgef39,14.342,12.866,14.723,9.804,67.498,33.351,12.112,18.074
Arhgef4,5.737,2.573,2.598,3.268,3.214,3.625,15.897,10.595
Arhgef40,30.119,12.866,6.062,13.072,12.857,15.225,29.523,148.328
Arhgef5,11.474,11.151,5.196,15.523,25.714,16.675,15.14,47.365
Arhgef6,1233.448,1196.539,989.888,929.757,983.542,967.893,1052.981,823.285
Arhgef7,301.191,235.877,246.823,285.953,308.562,277.68,348.218,446.855
Arhgef9,0,0.858,0,0,3.214,1.45,3.028,13.711
Arid1a,655.449,552.381,701.496,709.981,629.981,711.963,681.296,707.365
Arid1b,197.925,232.446,249.421,279.417,224.993,205.179,266.463,204.419
Arid2,493.379,547.234,536.947,457.525,466.057,477.784,515.514,453.711
Arid3a,103.265,138.953,133.371,128.271,64.284,67.426,137.016,160.793
Arid3b,63.107,80.627,85.738,92.322,80.355,65.976,114.306,79.15
Arid3c,0,0,0,0,0,0,0,0
Arid4a,623.895,614.995,882.499,875.017,838.903,787.365,708.548,399.49
Arid4b,512.024,705.057,698.032,672.399,623.553,514.76,592.728,353.371
Arid5a,427.404,476.9,497.975,590.698,388.917,409.633,587.429,448.101
Arid5b,585.171,702.484,850.455,879.919,565.697,595.236,578.345,314.107
Arih1,1320.937,1822.685,1918.288,1958.372,1304.961,1325.325,1045.411,705.495
Arih2,1283.647,1800.384,1947.733,1890.56,1497.812,1405.076,1174.101,490.481
Arl1,371.469,502.632,483.253,426.479,559.269,401.657,429.217,415.07
Arl10,20.079,25.732,18.187,24.51,12.857,26.825,34.065,46.119
Arl11,129.082,140.668,122.978,143.794,118.925,130.502,128.689,172.634
Arl13a,0,0,0,0,0,0,0,0
Arl13b,249.558,319.077,200.056,199.35,295.705,253.03,143.072,95.354
Arl14,0,0,0,0,0,0,0,0
Arl14ep,116.174,107.217,103.059,128.271,163.924,130.502,109.764,148.952
Arl14epl,0,0,0,0,0,0,0,0
Arl15,114.739,141.526,96.997,84.152,77.141,82.652,92.354,84.136
Arl16,21.514,24.017,16.455,22.059,41.784,22.475,15.897,29.292
Arl2,28.685,24.874,13.857,22.876,32.142,18.125,23.467,49.235
Arl2bp,130.516,150.103,109.988,104.577,93.211,87.002,124.147,138.357
Arl3,28.685,25.732,31.178,32.68,28.928,33.351,29.523,41.133
Arl4a,119.042,140.668,121.246,125.819,93.211,93.527,116.577,105.949
Arl4aos,0,0,0,0,0,0,0,0
Arl4c,1653.681,1171.665,1803.97,1801.506,1067.111,1330.4,1863.724,1450.877
Arl4d,7.171,11.151,6.062,14.706,3.214,14.5,12.869,24.306
Arl5a,807.478,693.907,1350.163,1050.674,758.549,847.541,788.033,395.75
Arl5b,1336.713,2334.752,2516.724,2808.062,1443.171,1584.154,1351.238,494.22
Arl5c,486.208,832.86,1325.913,1322.739,655.694,331.331,244.51,44.872
Arl6,24.382,18.87,13.857,13.889,35.356,18.125,14.383,22.436
Arl6ip1,1450.019,1176.811,1809.166,1555.586,1967.083,1809.633,1311.874,1142.378
Arl6ip4,48.764,41.171,51.963,45.753,19.285,38.426,46.177,45.496
Arl6ip5,643.975,669.89,746.53,731.224,446.772,520.56,673.726,456.827
Arl6ip6,143.424,197.279,167.147,181.376,170.352,177.628,145.343,95.354
Arl8a,415.93,527.506,443.415,425.662,395.345,355.982,340.648,369.575
Arl8b,968.113,1219.698,1172.624,1185.481,1176.393,1195.547,942.46,810.821
Arl9,2.868,2.573,2.598,2.451,0,4.35,1.514,1.246
Armc1,160.635,179.266,155.888,150.33,231.422,175.453,158.212,210.651
Armc10,141.99,146.673,104.791,112.747,125.353,119.627,166.539,108.442
Armc12,1.434,0,0,0,0,0,0,0.623
Armc2,1.434,0.858,0,0,0,2.175,4.542,8.102
Armc3,4.303,5.146,5.196,8.17,0,0,4.542,3.116
Armc4,0,0,0,0,0,0,0,0
Armc5,41.593,35.167,41.57,49.021,22.499,39.876,31.037,52.351
Armc6,8.605,1.715,2.598,4.902,0,4.35,2.271,16.827
Armc7,61.672,48.033,79.676,77.616,38.57,54.376,52.233,43.003
Armc8,248.124,268.471,252.019,266.345,263.563,245.78,336.863,264.872
Armc9,22.948,19.728,12.991,21.242,32.142,31.901,44.663,51.728
Armcx1,8.605,3.431,0,1.634,0,2.9,5.299,37.394
Armcx2,12.908,5.146,7.794,5.719,12.857,5.8,12.869,97.224
Armcx3,64.541,69.476,71.882,64.544,89.997,73.951,42.392,84.136
Armcx4,11.474,6.862,2.598,2.451,0,2.175,8.327,60.453
Armcx5,80.318,74.623,70.15,58.008,51.427,71.051,77.971,58.584
Armcx6,7.171,0,8.66,4.902,3.214,8.7,5.299,6.232
Armt1,68.844,65.188,81.408,51.472,64.284,73.226,59.803,74.787
Arnt,889.23,945.223,1073.029,1022.896,922.472,872.916,1056.766,572.124
Arnt2,1.434,0.858,0.866,1.634,3.214,2.175,2.271,1.246
Arntl,78.883,96.924,79.676,65.361,54.641,66.701,76.457,97.847
Arntl2,4.303,8.577,7.794,4.085,12.857,15.95,3.028,36.147
Arpc1a,289.717,304.496,297.919,342.327,208.922,243.605,287.658,286.062
Arpc1b,1328.108,1212.836,1840.344,1845.625,938.543,941.067,1266.454,1274.503
Arpc2,4056.036,4602.601,5242.165,4866.926,4030.593,3285.036,4035.545,2965.322
Arpc3,1612.088,1495.03,1933.876,1906.9,1349.959,1326.775,1573.038,1329.347
Arpc4,993.93,953.8,1197.739,1179.762,903.187,908.442,870.545,797.11
Arpc5,2403.789,3060.395,3464.176,3130.781,2709.561,2309.893,2404.219,1877.788
Arpc5l,206.531,162.969,163.682,185.461,224.993,218.954,159.726,160.17
Arpin,15.777,12.008,10.393,3.268,9.643,8.7,15.14,39.887
Arpp19,281.111,298.491,314.374,317.817,295.705,253.755,208.931,264.872
Arpp21,0,0,0,0,0,0,0,0
Arr3,0,0,0,0,0,0,0,0
Arrb1,654.014,826.856,705.826,669.948,639.624,764.164,993.179,781.529
Arrb2,1526.033,1112.481,1309.459,1361.955,1414.243,1632.73,1345.182,1242.095
Arrdc1,174.978,175.835,160.218,186.278,109.282,136.303,186.221,138.357
Arrdc2,41.593,49.749,41.57,53.923,35.356,36.976,49.205,44.872
Arrdc3,1039.825,654.451,593.24,474.683,813.19,703.988,1740.334,1912.066
Arrdc4,566.526,716.208,618.355,567.822,401.774,428.483,519.299,375.184
Arrdc5,0,0,0,0,0,0,0,0
Arsa,159.201,114.079,102.193,126.636,118.925,129.052,118.848,183.852
Arsb,101.831,63.472,74.48,75.982,70.712,118.902,143.072,305.382
Arsg,130.516,119.225,66.685,56.374,32.142,37.701,67.373,123.399
Arsi,0,3.431,11.259,17.157,6.428,10.15,6.813,6.232
Arsj,0,0,0,0.817,3.214,0,0.757,8.102
Arsk,170.675,176.693,136.835,128.271,163.924,179.078,184.707,223.116
Art1,0,0,0,0,0,0,0,0.623
Art2a-ps,0,0,0.866,0.817,3.214,1.45,3.028,0
Art2b,0,1.715,6.062,8.17,3.214,8.7,28.009,0.623
Art3,1.434,2.573,10.393,4.902,0,0.725,1.514,0
Art4,0,0,0,0,0,0,0.757,9.972
Art5,0,0.858,0,0,0,0,0,0
Artn,0,0.858,0.866,0.817,0,0.725,0,0
Arv1,10.04,8.577,6.928,8.17,9.643,13.05,13.626,21.19
Arvcf,2.868,2.573,3.464,0.817,0,0.725,3.785,4.986
Arx,0,0,0,0,0,0,0,0
Arxes1,0,0,0,0,0,0,0.757,0.623
Arxes2,0,3.431,0,1.634,0,0.725,2.271,5.609
As3mt,73.146,59.184,63.221,64.544,51.427,65.251,84.784,93.484
Asah1,4791.802,4292.101,3727.454,3472.291,4056.306,4091.251,4672.936,3816.03
Asah2,192.188,138.095,180.137,187.095,170.352,199.379,196.062,161.416
Asap1,520.63,600.414,738.736,731.224,347.132,346.556,532.925,560.906
Asap2,15.777,21.443,6.062,17.157,19.285,5.8,21.196,53.598
Asap3,0,0.858,0,0,0,0.725,2.271,13.088
Asb1,76.015,84.058,64.953,49.838,44.999,81.927,81.756,81.02
Asb10,0,0,0,0.817,0,0,0.757,4.986
Asb11,1.434,2.573,0.866,4.085,0,0.725,4.542,0
Asb12,0,0,0,0,0,0,0,0
Asb13,117.608,89.204,205.252,221.41,77.141,110.202,154.427,64.816
Asb14,0,0,0,0,0,0,0,0
Asb15,0,0,0,0,0,0,0,0
Asb16,0,0,0,0,0,0,0,0
Asb17,0,0,0,0,0,0,0,0
Asb17os,0,0,0,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0
Asb2,14.342,3.431,33.776,42.485,67.498,59.451,11.355,8.102
Asb3,58.804,67.761,84.872,72.714,67.498,61.626,62.074,68.555
Asb4,4.303,6.004,1.732,5.719,0,2.9,2.271,9.972
Asb5,0,1.715,0.866,0.817,0,0,0.757,1.246
Asb6,28.685,33.452,33.776,39.216,12.857,21.025,18.925,26.176
Asb7,63.107,77.196,61.489,61.276,57.855,70.326,91.597,86.006
Asb8,83.186,85.773,80.542,75.165,61.07,76.126,119.605,97.847
Asb9,0,0,0,0,0,0,0,0
Ascc1,100.397,87.489,67.551,72.714,44.999,86.277,90.083,72.295
Ascc2,278.243,293.345,273.67,310.464,295.705,306.681,252.08,230.595
Ascc3,470.431,593.552,892.891,733.675,729.621,709.788,722.174,327.195
Ascl1,0,0,0,0,3.214,0,0,0
Ascl2,0,0,0,0,0,0,0,3.116
Ascl3,1.434,0,0,0.817,0,0,0,0.623
Ascl4,0,0,0,0,0,0,0.757,0
Ascl5,0,0,0,0,0,0,0,0
Asf1a,48.764,44.602,41.57,43.302,48.213,44.226,48.448,57.337
Asf1b,45.896,36.025,37.24,44.936,99.64,110.202,46.934,67.932
Asgr1,0,0,0,0,0,0,0,0
Asgr2,7.171,1.715,0,3.268,0,7.25,9.084,9.972
Ash1l,788.833,952.085,821.876,822.729,777.834,823.615,909.909,766.571
Ash2l,189.32,168.116,144.629,156.049,212.136,193.579,168.81,256.147
Asic1,0,0,0,0,0,0,0,0
Asic2,0,0,0,0,0,0,0,0
Asic3,0,0,0,0.817,0,0,0,0.623
Asic4,0,0,0,0,0,0,0,0
Asic5,0,0,0,0,0,0,0,0
Asl,96.094,88.347,98.729,112.747,61.07,94.252,102.951,84.136
Asmt,0,0,0,0,0,0,0,0
Asna1,143.424,122.656,160.218,165.853,112.497,140.653,130.203,165.156
